"","efo_id","trait","uri"
"303","EFO_0004610","acute lung injury","http://www.ebi.ac.uk/efo/EFO_0004610"
"304","EFO_0004611","low density lipoprotein cholesterol measurement","http://www.ebi.ac.uk/efo/EFO_0004611"
"305","EFO_0004612","high density lipoprotein cholesterol measurement","http://www.ebi.ac.uk/efo/EFO_0004612"
"306","EFO_0004614","apolipoprotein a 1 measurement","http://www.ebi.ac.uk/efo/EFO_0004614"
"307","EFO_0004616","osteoarthritis of the knee","http://www.ebi.ac.uk/efo/EFO_0004616"
"308","EFO_0004617","cystatin c measurement","http://www.ebi.ac.uk/efo/EFO_0004617"
"309","EFO_0004618","vitamin K measurement","http://www.ebi.ac.uk/efo/EFO_0004618"
"310","EFO_0004619","factor VII measurement","http://www.ebi.ac.uk/efo/EFO_0004619"
"311","EFO_0004620","vitamin B12 measurement","http://www.ebi.ac.uk/efo/EFO_0004620"
"312","EFO_0004621","vitamin B6 measurement","http://www.ebi.ac.uk/efo/EFO_0004621"
"313","EFO_0004622","sphingolipid measurement","http://www.ebi.ac.uk/efo/EFO_0004622"
"314","EFO_0004623","fibrinogen measurement","http://www.ebi.ac.uk/efo/EFO_0004623"
"315","EFO_0004624","prostate specific antigen measurement","http://www.ebi.ac.uk/efo/EFO_0004624"
"316","EFO_0004625","progranulin measurement","http://www.ebi.ac.uk/efo/EFO_0004625"
"317","EFO_0004626","igfbp-3 measurement","http://www.ebi.ac.uk/efo/EFO_0004626"
"318","EFO_0004631","vitamin D measurement","http://www.ebi.ac.uk/efo/EFO_0004631"
"319","EFO_0004632","nevus count","http://www.ebi.ac.uk/efo/EFO_0004632"
"320","EFO_0004633","protein c measurement","http://www.ebi.ac.uk/efo/EFO_0004633"
"321","EFO_0004634","coagulation factor measurement","http://www.ebi.ac.uk/efo/EFO_0004634"
"322","EFO_0004635","leptin receptor measurement","http://www.ebi.ac.uk/efo/EFO_0004635"
"323","EFO_0004639","phospholipid measurement","http://www.ebi.ac.uk/efo/EFO_0004639"
"324","EFO_0004640","haptoglobin measurement","http://www.ebi.ac.uk/efo/EFO_0004640"
"325","EFO_0004641","white matter integrity","http://www.ebi.ac.uk/efo/EFO_0004641"
"326","EFO_0004642","cortisol secretion measurement","http://www.ebi.ac.uk/efo/EFO_0004642"
"327","EFO_0004644","TPE interval measurement","http://www.ebi.ac.uk/efo/EFO_0004644"
"328","EFO_0004645","response to vaccine","http://www.ebi.ac.uk/efo/EFO_0004645"
"329","EFO_0004647","response to platinum based chemotherapy","http://www.ebi.ac.uk/efo/EFO_0004647"
"330","GO_0036288","response to ximelagatran","http://purl.obolibrary.org/obo/GO_0036288"
"331","EFO_0004653","response to tnf antagonist","http://www.ebi.ac.uk/efo/EFO_0004653"
"332","EFO_0004667","biological variation design","http://www.ebi.ac.uk/efo/EFO_0004667"
"333","EFO_0004670","beta-amyloid 1-42 measurement","http://www.ebi.ac.uk/efo/EFO_0004670"
"334","EFO_0004682","QT interval","http://www.ebi.ac.uk/efo/EFO_0004682"
"335","EFO_0004684","tumor necrosis factor-alpha measurement","http://www.ebi.ac.uk/efo/EFO_0004684"
"336","EFO_0004685","hip geometry","http://www.ebi.ac.uk/efo/EFO_0004685"
"337","EFO_0004908","testosterone measurement","http://www.ebi.ac.uk/efo/EFO_0004908"
"338","EFO_0004909","dihydrotestosterone measurement","http://www.ebi.ac.uk/efo/EFO_0004909"
"339","EFO_0004911","familial hypercholesterolemia","http://www.ebi.ac.uk/efo/EFO_0004911"
"340","EFO_0004912","serum IgA measurement","http://www.ebi.ac.uk/efo/EFO_0004912"
"341","EFO_0004914","facial neural processing","http://www.ebi.ac.uk/efo/EFO_0004914"
"342","EFO_0004915","vaspin measurement","http://www.ebi.ac.uk/efo/EFO_0004915"
"343","EFO_0000280","Barrett's esophagus","http://www.ebi.ac.uk/efo/EFO_0000280"
"344","EFO_0001358","post-traumatic stress disorder","http://www.ebi.ac.uk/efo/EFO_0001358"
"345","EFO_0000707","squamous cell carcinoma","http://www.ebi.ac.uk/efo/EFO_0000707"
"346","EFO_0003047","hepatitis C infection","http://www.ebi.ac.uk/efo/EFO_0003047"
"347","EFO_0004149","neuropathy","http://www.ebi.ac.uk/efo/EFO_0004149"
"348","EFO_0004741","blood urea nitrogen measurement","http://www.ebi.ac.uk/efo/EFO_0004741"
"349","GO_1901555","response to paclitaxel","http://purl.obolibrary.org/obo/GO_1901555"
"350","EFO_0004825","temperament and character inventory","http://www.ebi.ac.uk/efo/EFO_0004825"
"351","GO_0033273","response to vitamin","http://purl.obolibrary.org/obo/GO_0033273"
"352","EFO_0004696","sex hormone-binding globulin measurement","http://www.ebi.ac.uk/efo/EFO_0004696"
"353","EFO_0004701","metamphetamine dependence","http://www.ebi.ac.uk/efo/EFO_0004701"
"354","EFO_0004704","age at menopause","http://www.ebi.ac.uk/efo/EFO_0004704"
"355","EFO_0004705","hypothyroidism","http://www.ebi.ac.uk/efo/EFO_0004705"
"356","EFO_0004707","infantile hypertrophic pyloric stenosis","http://www.ebi.ac.uk/efo/EFO_0004707"
"357","EFO_0004708","nodular sclerosis Hodgkin lymphoma","http://www.ebi.ac.uk/efo/EFO_0004708"
"358","EFO_0004713","FEV/FEC ratio","http://www.ebi.ac.uk/efo/EFO_0004713"
"359","EFO_0004714","sexual dysfunction","http://www.ebi.ac.uk/efo/EFO_0004714"
"360","EFO_0004715","mri defined brain infarct","http://www.ebi.ac.uk/efo/EFO_0004715"
"361","EFO_0004718","vasuclar dementia","http://www.ebi.ac.uk/efo/EFO_0004718"
"362","EFO_0004720","prion disease","http://www.ebi.ac.uk/efo/EFO_0004720"
"363","EFO_0004723","coronary artery calcification","http://www.ebi.ac.uk/efo/EFO_0004723"
"364","EFO_0004724","carotid-femoral pulse wave velocity","http://www.ebi.ac.uk/efo/EFO_0004724"
"365","EFO_0004725","metabolite measurement","http://www.ebi.ac.uk/efo/EFO_0004725"
"366","EFO_0004730","hormone measurement","http://www.ebi.ac.uk/efo/EFO_0004730"
"367","EFO_0004731","eye measurement","http://www.ebi.ac.uk/efo/EFO_0004731"
"368","EFO_0004733","anti-cyclic citrullinated peptide antibody measurement","http://www.ebi.ac.uk/efo/EFO_0004733"
"369","EFO_0004737","carotenoid measurement","http://www.ebi.ac.uk/efo/EFO_0004737"
"370","EFO_0004738","tocopherol measurement","http://www.ebi.ac.uk/efo/EFO_0004738"
"371","EFO_0004739","circulating cell free dna measurement","http://www.ebi.ac.uk/efo/EFO_0004739"
"372","EFO_0004743","facial morphology","http://www.ebi.ac.uk/efo/EFO_0004743"
"373","EFO_0004998","carbohydrate measurement","http://www.ebi.ac.uk/efo/EFO_0004998"
"374","EFO_0005002","lysine measurement","http://www.ebi.ac.uk/efo/EFO_0005002"
"375","EFO_0004999","N-glycan measurement","http://www.ebi.ac.uk/efo/EFO_0004999"
"376","EFO_0005000","leptin measurement","http://www.ebi.ac.uk/efo/EFO_0005000"
"377","EFO_0004744","matrix metalloproteinase measurement","http://www.ebi.ac.uk/efo/EFO_0004744"
"378","EFO_0004745","nt-probnp measurement","http://www.ebi.ac.uk/efo/EFO_0004745"
"379","EFO_0004746","lipoprotein-associated phospholipase a(2) measurement","http://www.ebi.ac.uk/efo/EFO_0004746"
"380","EFO_0004747","protein measurement","http://www.ebi.ac.uk/efo/EFO_0004747"
"381","EFO_0004749","CCL2 measurement","http://www.ebi.ac.uk/efo/EFO_0004749"
"382","EFO_0004760","t-tau measurement","http://www.ebi.ac.uk/efo/EFO_0004760"
"383","EFO_0004761","uric acid measurement","http://www.ebi.ac.uk/efo/EFO_0004761"
"384","EFO_0004762","vascular endothelial growth factor measurement","http://www.ebi.ac.uk/efo/EFO_0004762"
"385","EFO_0004763","p-tau measurement","http://www.ebi.ac.uk/efo/EFO_0004763"
"386","EFO_0004764","adipose tissue measurement","http://www.ebi.ac.uk/efo/EFO_0004764"
"387","EFO_0004770","ovarian reserve","http://www.ebi.ac.uk/efo/EFO_0004770"
"388","EFO_0004771","visual cortical surface area measurement","http://www.ebi.ac.uk/efo/EFO_0004771"
"389","EFO_0004772","early onset hypertension","http://www.ebi.ac.uk/efo/EFO_0004772"
"390","EFO_0004775","toxic epidermal necrolysis","http://www.ebi.ac.uk/efo/EFO_0004775"
"391","EFO_0004776","alcohol and nicotine codependence","http://www.ebi.ac.uk/efo/EFO_0004776"
"392","EFO_0004777","alcohol withdrawal","http://www.ebi.ac.uk/efo/EFO_0004777"
"393","EFO_0004778","self rated health","http://www.ebi.ac.uk/efo/EFO_0004778"
"394","EFO_0004779","chaos measure","http://www.ebi.ac.uk/efo/EFO_0004779"
"395","EFO_0004782","behavior or behavioral disorder measurement","http://www.ebi.ac.uk/efo/EFO_0004782"
"396","EFO_0004784","self reported educational attainment","http://www.ebi.ac.uk/efo/EFO_0004784"
"397","EFO_0004785","south texas assessment of neurocognition","http://www.ebi.ac.uk/efo/EFO_0004785"
"398","EFO_0004789","atrial natriuretic factor measurement","http://www.ebi.ac.uk/efo/EFO_0004789"
"399","EFO_0004790","CD40 ligand measurement","http://www.ebi.ac.uk/efo/EFO_0004790"
"400","EFO_0004791","tissue plasminogen activator measurement","http://www.ebi.ac.uk/efo/EFO_0004791"
"401","EFO_0004792","plasminogen activator inhibitor 1 measurement","http://www.ebi.ac.uk/efo/EFO_0004792"
"402","GO_1901557","response to fenofibrate","http://purl.obolibrary.org/obo/GO_1901557"
"403","EFO_0004795","skin sensitivity to sun","http://www.ebi.ac.uk/efo/EFO_0004795"
"404","EFO_0004798","copy number variation","http://www.ebi.ac.uk/efo/EFO_0004798"
"405","EFO_0001360","type ii diabetes mellitus","http://www.ebi.ac.uk/efo/EFO_0001360"
"406","EFO_0001365","age-related macular degeneration","http://www.ebi.ac.uk/efo/EFO_0001365"
"407","EFO_0001378","multiple myeloma","http://www.ebi.ac.uk/efo/EFO_0001378"
"408","EFO_0001422","cirrhosis of liver","http://www.ebi.ac.uk/efo/EFO_0001422"
"409","EFO_0001645","coronary heart disease","http://www.ebi.ac.uk/efo/EFO_0001645"
"410","EFO_0001663","prostate carcinoma","http://www.ebi.ac.uk/efo/EFO_0001663"
"411","EFO_0002503","cardiac hypertrophy","http://www.ebi.ac.uk/efo/EFO_0002503"
"412","EFO_0002506","osteoarthritis","http://www.ebi.ac.uk/efo/EFO_0002506"
"413","EFO_0002508","parkinson's disease","http://www.ebi.ac.uk/efo/EFO_0002508"
"414","EFO_0002608","aids dementia","http://www.ebi.ac.uk/efo/EFO_0002608"
"415","EFO_0002609","chronic childhood arthritis","http://www.ebi.ac.uk/efo/EFO_0002609"
"416","EFO_0002614","insulin resistance","http://www.ebi.ac.uk/efo/EFO_0002614"
"417","EFO_0002618","pancreatic carcinoma","http://www.ebi.ac.uk/efo/EFO_0002618"
"418","EFO_0002628","peripartum cardiomyopathy","http://www.ebi.ac.uk/efo/EFO_0002628"
"419","EFO_0002686","atopy","http://www.ebi.ac.uk/efo/EFO_0002686"
"420","EFO_0002690","systemic lupus erythematosus","http://www.ebi.ac.uk/efo/EFO_0002690"
"421","EFO_0002892","thyroid carcinoma","http://www.ebi.ac.uk/efo/EFO_0002892"
"422","EFO_0002916","esophageal carcinoma","http://www.ebi.ac.uk/efo/EFO_0002916"
"423","EFO_0003060","non-small cell lung carcinoma","http://www.ebi.ac.uk/efo/EFO_0003060"
"424","EFO_0003086","kidney disease","http://www.ebi.ac.uk/efo/EFO_0003086"
"425","EFO_0003095","non-alcoholic fatty liver disease","http://www.ebi.ac.uk/efo/EFO_0003095"
"426","EFO_0003096","pick disease","http://www.ebi.ac.uk/efo/EFO_0003096"
"427","EFO_0003100","peripheral neuropathy","http://www.ebi.ac.uk/efo/EFO_0003100"
"428","EFO_0003108","essential tremor","http://www.ebi.ac.uk/efo/EFO_0003108"
"429","EFO_0003144","heart failure","http://www.ebi.ac.uk/efo/EFO_0003144"
"430","EFO_0003912","ankle brachial index","http://www.ebi.ac.uk/efo/EFO_0003912"
"431","EFO_0003757","asperger syndrome","http://www.ebi.ac.uk/efo/EFO_0003757"
"432","EFO_0003758","autism","http://www.ebi.ac.uk/efo/EFO_0003758"
"433","EFO_0003761","unipolar depression","http://www.ebi.ac.uk/efo/EFO_0003761"
"434","EFO_0003762","vitamin D deficiency","http://www.ebi.ac.uk/efo/EFO_0003762"
"435","EFO_0003767","inflammatory bowel disease","http://www.ebi.ac.uk/efo/EFO_0003767"
"436","EFO_0003768","nicotine dependence","http://www.ebi.ac.uk/efo/EFO_0003768"
"437","EFO_0003770","diabetic retinopathy","http://www.ebi.ac.uk/efo/EFO_0003770"
"438","EFO_0004765","visceral adipose tissue measurement","http://www.ebi.ac.uk/efo/EFO_0004765"
"439","EFO_0003778","psoriatic arthritis","http://www.ebi.ac.uk/efo/EFO_0003778"
"440","EFO_0003780","Behcet's disease","http://www.ebi.ac.uk/efo/EFO_0003780"
"441","EFO_0003781","carotid artery disease","http://www.ebi.ac.uk/efo/EFO_0003781"
"442","EFO_0003784","skin pigmentation","http://www.ebi.ac.uk/efo/EFO_0003784"
"443","EFO_0003819","dental caries","http://www.ebi.ac.uk/efo/EFO_0003819"
"444","EFO_0003821","migraine disorder","http://www.ebi.ac.uk/efo/EFO_0003821"
"445","EFO_0003829","alcohol dependence","http://www.ebi.ac.uk/efo/EFO_0003829"
"446","GO_0006954","inflammatory response","http://purl.obolibrary.org/obo/GO_0006954"
"447","EFO_0003843","pain","http://www.ebi.ac.uk/efo/EFO_0003843"
"448","EFO_0003845","kidney stone","http://www.ebi.ac.uk/efo/EFO_0003845"
"449","EFO_0003847","mental retardation","http://www.ebi.ac.uk/efo/EFO_0003847"
"450","EFO_0003867","rhabdomyolysis","http://www.ebi.ac.uk/efo/EFO_0003867"
"451","EFO_0003868","mouth neoplasm","http://www.ebi.ac.uk/efo/EFO_0003868"
"452","EFO_0005081","surfactant protein D measurement","http://www.ebi.ac.uk/efo/EFO_0005081"
"453","EFO_0003870","brain aneurysm","http://www.ebi.ac.uk/efo/EFO_0003870"
"454","EFO_0003882","osteoporosis","http://www.ebi.ac.uk/efo/EFO_0003882"
"455","EFO_0003884","chronic kidney disease","http://www.ebi.ac.uk/efo/EFO_0003884"
"456","EFO_0003885","multiple sclerosis","http://www.ebi.ac.uk/efo/EFO_0003885"
"457","EFO_0003888","attention deficit hyperactivity disorder","http://www.ebi.ac.uk/efo/EFO_0003888"
"458","EFO_0003889","functional laterality","http://www.ebi.ac.uk/efo/EFO_0003889"
"459","EFO_0003890","drug dependence","http://www.ebi.ac.uk/efo/EFO_0003890"
"460","EFO_0003892","pulmonary function measurement","http://www.ebi.ac.uk/efo/EFO_0003892"
"461","EFO_0003897","stomach neoplasm","http://www.ebi.ac.uk/efo/EFO_0003897"
"462","EFO_0003898","ankylosing spondylitis","http://www.ebi.ac.uk/efo/EFO_0003898"
"463","HP_0000539","Abnormality of refraction","http://purl.obolibrary.org/obo/HP_0000539"
"464","EFO_0003914","atherosclerosis","http://www.ebi.ac.uk/efo/EFO_0003914"
"465","EFO_0003923","bone density","http://www.ebi.ac.uk/efo/EFO_0003923"
"466","EFO_0003924","hair color","http://www.ebi.ac.uk/efo/EFO_0003924"
"467","EFO_0003926","neuropsychological test","http://www.ebi.ac.uk/efo/EFO_0003926"
"468","Orphanet_98974","Fuchs endothelial corneal dystrophy","http://www.orpha.net/ORDO/Orphanet_98974"
"469","EFO_0003947","personality","http://www.ebi.ac.uk/efo/EFO_0003947"
"470","EFO_0003949","eye color","http://www.ebi.ac.uk/efo/EFO_0003949"
"471","EFO_0003956","seasonal allergic rhinitis","http://www.ebi.ac.uk/efo/EFO_0003956"
"472","EFO_0003958","sunburn","http://www.ebi.ac.uk/efo/EFO_0003958"
"473","EFO_0003959","cleft lip","http://www.ebi.ac.uk/efo/EFO_0003959"
"474","EFO_0003963","freckles","http://www.ebi.ac.uk/efo/EFO_0003963"
"475","EFO_0004190","open-angle glaucoma","http://www.ebi.ac.uk/efo/EFO_0004190"
"476","EFO_0004191","androgenetic alopecia","http://www.ebi.ac.uk/efo/EFO_0004191"
"477","EFO_0004192","alopecia areata","http://www.ebi.ac.uk/efo/EFO_0004192"
"478","EFO_0004193","basal cell carcinoma","http://www.ebi.ac.uk/efo/EFO_0004193"
"479","EFO_0004194","IgA glomerulonephritis","http://www.ebi.ac.uk/efo/EFO_0004194"
"480","EFO_0004197","hepatitis B infection","http://www.ebi.ac.uk/efo/EFO_0004197"
"481","EFO_0004207","pathological myopia","http://www.ebi.ac.uk/efo/EFO_0004207"
"482","EFO_0004208","vitiligo","http://www.ebi.ac.uk/efo/EFO_0004208"
"483","EFO_0004210","gallstones","http://www.ebi.ac.uk/efo/EFO_0004210"
"484","EFO_0004211","hypertriglyceridemia","http://www.ebi.ac.uk/efo/EFO_0004211"
"485","EFO_0004212","keloid","http://www.ebi.ac.uk/efo/EFO_0004212"
"486","EFO_0004213","otosclerosis","http://www.ebi.ac.uk/efo/EFO_0004213"
"487","EFO_0004214","abdominal aortic aneurysm","http://www.ebi.ac.uk/efo/EFO_0004214"
"488","EFO_0004215","anorexia nervosa","http://www.ebi.ac.uk/efo/EFO_0004215"
"489","EFO_0004216","conduct disorder","http://www.ebi.ac.uk/efo/EFO_0004216"
"490","EFO_0004220","chronic hepatitis C infection","http://www.ebi.ac.uk/efo/EFO_0004220"
"491","HP_0009907","Attached earlobe","http://purl.obolibrary.org/obo/HP_0009907"
"492","HP_0000483","astigmatism","http://purl.obolibrary.org/obo/HP_0000483"
"493","EFO_0004224","coronary restenosis","http://www.ebi.ac.uk/efo/EFO_0004224"
"494","EFO_0004225","coronary vasospasm","http://www.ebi.ac.uk/efo/EFO_0004225"
"495","EFO_0004226","creutzfeldt jacob disease","http://www.ebi.ac.uk/efo/EFO_0004226"
"496","EFO_0004227","dengue hemorrhagic fever","http://www.ebi.ac.uk/efo/EFO_0004227"
"497","EFO_0004228","drug-induced liver injury","http://www.ebi.ac.uk/efo/EFO_0004228"
"498","EFO_0004229","dupuytren contracture","http://www.ebi.ac.uk/efo/EFO_0004229"
"499","EFO_0004230","endometrial neoplasm","http://www.ebi.ac.uk/efo/EFO_0004230"
"500","EFO_0004234","erectile dysfunction","http://www.ebi.ac.uk/efo/EFO_0004234"
"501","EFO_0004235","exfoliation syndrome","http://www.ebi.ac.uk/efo/EFO_0004235"
"502","EFO_0004236","focal segmental glomerulosclerosis","http://www.ebi.ac.uk/efo/EFO_0004236"
"503","EFO_0004238","hearing loss","http://www.ebi.ac.uk/efo/EFO_0004238"
"504","EFO_0004240","heroin dependence","http://www.ebi.ac.uk/efo/EFO_0004240"
"505","EFO_0004242","obsessive-compulsive disorder","http://www.ebi.ac.uk/efo/EFO_0004242"
"506","EFO_0004243","carcinoid tumor","http://www.ebi.ac.uk/efo/EFO_0004243"
"507","EFO_0005260","response to antimicrotubule agent","http://www.ebi.ac.uk/efo/EFO_0005260"
"508","GO_1902520","response to doxorubicin","http://purl.obolibrary.org/obo/GO_1902520"
"509","GO_1902522","response to epirubicin","http://purl.obolibrary.org/obo/GO_1902522"
"510","GO_1902521","response to etoposide","http://purl.obolibrary.org/obo/GO_1902521"
"511","EFO_0000398","dermatomyositis","http://www.ebi.ac.uk/efo/EFO_0000398"
"512","EFO_0000478","Esophageal adenocarcinoma","http://www.ebi.ac.uk/efo/EFO_0000478"
"513","EFO_0002610","cocaine dependence","http://www.ebi.ac.uk/efo/EFO_0002610"
"514","EFO_0004768","follicle stimulating hormone measurement","http://www.ebi.ac.uk/efo/EFO_0004768"
"515","EFO_0005252","orthostatic hypotension","http://www.ebi.ac.uk/efo/EFO_0005252"
"516","EFO_0004820","sex ratio","http://www.ebi.ac.uk/efo/EFO_0004820"
"517","EFO_0004823","perception of facial expression","http://www.ebi.ac.uk/efo/EFO_0004823"
"518","EFO_0004826","anti-neutrophil antibody associated vasculitis","http://www.ebi.ac.uk/efo/EFO_0004826"
"519","EFO_0004827","economic and social preference","http://www.ebi.ac.uk/efo/EFO_0004827"
"520","EFO_0004829","response to irinotecan","http://www.ebi.ac.uk/efo/EFO_0004829"
"521","EFO_0004831","RR interval","http://www.ebi.ac.uk/efo/EFO_0004831"
"522","EFO_0004832","optic disc size measurement","http://www.ebi.ac.uk/efo/EFO_0004832"
"523","EFO_0004833","neutrophil count","http://www.ebi.ac.uk/efo/EFO_0004833"
"524","EFO_0005536","nitric oxide exhalation measurement","http://www.ebi.ac.uk/efo/EFO_0005536"
"525","EFO_0005537","triple-negative breast cancer","http://www.ebi.ac.uk/efo/EFO_0005537"
"526","EFO_0005538","thrombin generation potential measurement","http://www.ebi.ac.uk/efo/EFO_0005538"
